PostalCode,HashCode,Age,Gender,Payment Method,CustId,LastTransaction,ChurnDate
79587,U9oQ4X4a,46,male,credit card,34,2012-07-07 9:39:42,
72496,vkq98Roy,71,weiblich,credit card,35,2013-08-24 21:22:33,2014-01-06 6:35:39
63472,Zu1IH3W9,68,male,cash,36,2010-09-27 9:16:17,2012-02-23 4:12:40
38676,w1RMi0Ye,18,female,cash,37,2010-11-06 0:20:24,2012-01-27 16:24:36
65683,67pf3SG7,49,female,cash,38,2010-07-25 0:31:48,2013-10-16 14:06:35
57636,txwqlFrx,23,female,credit card,39,2011-11-25 10:05:30,
83490,p2B4niEV,38,male,credit card,40,2011-08-28 2:49:35,
58302,dtW2nTUg,65,female,cash,41,2010-08-04 0:14:02,2010-11-08 3:44:01
80454,Q6Hs8l2N,22,female,credit card,42,2012-10-12 2:34:56,
29058,K4BiUUqk,21,male,credit card,43,2012-06-16 8:17:19,
30136,fN6Bi6ut,37,female,credit card,44,2011-01-25 7:17:04,2013-07-20 19:13:17
48672,ISLS1LEp,70,female,credit card,45,2011-03-27 18:43:18,2013-09-30 13:42:06
84951,Ilw55cGT,81,male,cash,46,2011-03-31 0:13:57,2011-12-09 15:30:49
35583,MemBg2vN,47,female,credit card,47,2010-02-20 6:26:46,2011-05-08 18:49:35
37760,K0LlWwKm,55,male,cash,48,2011-10-04 22:23:31,2012-08-26 3:41:11
42266,nebDykfo,42,male,credit card,49,2012-07-26 22:38:35,
32539,DBPXSyZX,38,male,credit card,50,2011-12-26 8:03:12,
40686,QW258zNn,60,female,credit card,51,2011-06-12 8:42:59,
90121,2PdHrQ0N,68,male,credit card,52,2012-01-06 3:52:35,
65565,VYYxwovV,22,male,credit card,53,2012-06-23 16:43:48,
35673,wCMq8WUK,63,male,cash,54,2011-02-04 18:11:00,2012-07-20 20:56:15
34749,XLM36WeL,60,male,cash,55,2010-06-30 21:13:03,2013-10-08 13:43:00
40004,i431B5FD,25,male,credit card,56,2012-05-05 13:22:04,2014-03-14 12:49:59
65793,hR5bIMTj,84,male,credit card,57,2011-01-13 18:19:31,
53547,nJ7KivPn,53,male,credit card,58,2011-11-30 21:38:08,2012-11-18 8:27:38
29907,LB3fgpFh,47,female,cheque,59,2010-02-10 14:00:22,2012-04-07 3:09:19
48625,FUcDIlsz,54,female,cheque,60,2011-05-17 22:31:49,2012-04-09 17:36:59
74629,kRi3vk6o,52,male,credit card,61,2011-08-24 12:28:18,2012-10-08 5:44:49
49684,fn9woJ27,25,male,credit card,62,2012-05-30 4:26:01,
52416,bUAFjUKx,52,male,credit card,63,2012-09-01 15:30:19,
45863,x7MSewP7,47,male,cash,64,2011-01-19 23:29:53,2013-07-02 0:37:40
47851,OHIF3ecs,47,female,cash,65,2011-06-15 11:57:15,
33745,ClU1K8pr,33,weiblich,credit card,66,2013-08-05 13:00:26,
25257,VTRHXs1F,74,male,credit card,67,2010-06-06 23:15:48,2013-12-02 2:31:49
75835,a3kGAKaY,35,mänlich,credit card,68,2012-11-01 11:47:36,
60335,fya0KpSq,35,female,credit card,69,2011-03-27 18:55:16,
37653,FtGlaAO8,52,female,cash,70,2010-04-11 9:34:31,
49706,DsXdDTUM,20,male,credit card,71,2011-09-14 13:08:06,
53661,Hg6423c9,50,male,credit card,72,2011-12-07 12:23:49,
69511,Q3RgD5dc,38,male,cheque,73,2010-05-07 17:38:55,
51239,WIK59uh6,66,male,credit card,74,2012-06-30 23:27:17,
55284,UTM0J7L3,19,male,credit card,75,2013-03-13 19:12:51,
59370,H0n3eUsn,42,male,credit card,76,2011-12-22 0:40:32,
79081,mSaXdmd9,35,female,credit card,77,2010-11-01 14:53:46,2013-01-23 7:01:53
55102,8FLjqHa8,86,female,credit card,78,2011-02-11 15:47:19,2013-08-29 13:18:09
89596,7OTWTwK4,27,female,credit card,79,2012-09-24 19:26:34,
67840,WfJORRap,34,male,credit card,80,2011-11-08 11:58:39,2013-07-24 0:55:39
46124,f6IvQ9iT,64,female,credit card,81,2010-09-06 4:40:49,2011-07-26 17:12:53
39515,QCU4Fgm4,63,male,credit card,82,2012-03-16 22:08:12,
24790,S0EDUb7L,58,female,credit card,83,2010-10-16 11:24:42,2012-04-11 8:51:39
57315,Rvv4B7Gr,63,male,credit card,84,2012-05-29 1:15:03,
81311,DIw2K055,31,male,credit card,85,2011-11-25 16:40:02,
61340,K2SwvDUq,36,female,credit card,86,2010-04-05 14:05:25,2012-01-11 20:39:15
47947,GGO1WQWB,58,female,cash,87,2009-11-27 8:10:50,2011-10-08 5:43:08
80240,1olvkgMw,21,male,cash,88,2013-01-29 8:33:55,2013-12-15 10:41:38
33868,oIuGNpzw,27,female,credit card,89,2012-02-10 1:30:47,
50130,PsXsGka2,45,female,credit card,90,2011-04-14 23:22:31,2011-05-19 12:04:21
47777,GlGZMbnk,51,male,credit card,91,2012-01-15 17:42:03,
43825,sSNU6Ylb,42,male,credit card,92,2012-01-03 11:04:35,2012-02-15 12:10:44
68312,8XQ5wVue,67,weiblich,credit card,93,2013-08-22 10:45:22,2014-03-24 4:41:25
18610,BUkdkv7j,55,female,cash,94,2010-11-27 1:04:33,
20916,UdxrZlw3,23,female,credit card,95,2011-10-21 14:29:15,2013-12-05 5:02:57
87373,YXITvyRR,36,male,credit card,96,2012-04-21 18:29:43,
66162,x9hqgAOa,89,weiblich,cash,97,2012-12-15 11:52:37,2013-06-23 11:33:04
86630,QLVjOVdq,64,male,cash,98,2011-03-09 23:55:07,2012-02-16 19:39:29
56279,PjxUX4FV,72,male,credit card,99,2012-04-16 6:13:53,
56874,mHkwfOrB,33,female,credit card,100,2011-05-28 18:10:01,2013-05-20 6:06:23
20041,ofnLhsJr,50,female,credit card,101,2010-11-08 1:17:18,2013-03-28 17:38:08
28479,92nmswzi,71,male,cheque,102,2011-03-02 4:08:12,2012-03-06 23:08:49
49130,V6i1m60Q,79,male,credit card,103,2010-08-03 16:04:54,
24937,ngFxIEzB,51,female,cash,104,2010-08-18 11:46:33,2013-05-03 7:52:58
79644,PeoGZnAi,72,female,cash,105,2009-11-24 0:17:49,2012-11-13 16:03:59
53630,T5pxtCxg,61,weiblich,cash,106,2011-12-04 23:20:44,2012-07-22 5:18:57
68905,YAplaY8d,59,female,credit card,107,2011-03-24 18:59:04,
69123,N8Cvr0k6,49,male,credit card,108,2011-05-01 5:43:55,
32867,D97jrMoY,54,female,cheque,109,2011-07-22 13:29:25,2013-01-31 22:47:04
71189,7TAHDWAH,26,male,cash,110,2012-01-08 7:03:34,
42423,6e7TUiBt,18,male,cash,111,2012-08-10 7:46:39,
47457,rDGyBpoZ,37,female,cash,112,2010-10-05 8:04:04,
54127,nvOOHxnL,40,male,credit card,113,2012-08-06 23:42:24,
28135,RJawkKEi,42,female,cash,114,2011-03-31 5:39:19,2012-08-14 16:54:59
64017,DbDn9imt,69,mänlich,credit card,115,2012-08-07 2:28:39,
35108,HP1KrVxJ,24,male,credit card,116,2011-03-18 12:34:30,
59282,TUA8xgUo,62,female,cash,117,2011-11-05 13:30:39,2013-02-24 9:56:35
83226,nfuPH2Rd,39,male,credit card,118,2011-10-03 15:42:09,
62961,NnESrVF8,37,female,credit card,119,2011-07-04 9:47:48,
55252,F7nDASX3,22,female,credit card,120,2012-10-04 8:55:23,
70864,waI3YAtn,38,male,cash,121,2010-08-01 2:22:31,2011-09-05 1:19:03
17429,G8FGhgzf,28,female,credit card,122,2011-07-26 7:29:17,
78944,3RwmG77F,53,male,credit card,123,2011-07-12 8:25:32,
53339,pKrTBLW8,36,male,credit card,124,2012-06-05 1:46:31,
30515,vKrR9lgE,76,female,cheque,125,2010-12-22 20:44:21,2014-02-15 20:02:44
53369,f5mEsjQb,42,female,credit card,126,2011-01-03 8:46:33,2012-02-17 16:41:14
37642,ocLvIKIN,65,mänlich,cash,127,2013-01-05 16:40:55,2013-11-07 8:58:51
29311,LOBjc0ue,65,male,cash,128,2011-06-07 21:02:34,2012-10-21 15:13:20
18006,ukz24ozv,24,male,credit card,129,2012-09-03 9:39:54,
33862,JlePCygI,31,female,cash,130,2011-03-27 18:51:12,2013-01-02 18:43:34
39283,hQateE26,46,weiblich,cheque,131,2012-10-31 9:56:47,2013-07-06 21:29:13
44552,FYBcEUd6,68,mänlich,credit card,132,2013-06-16 12:50:55,
86255,P4KEF7Wq,42,male,cash,133,2011-02-05 9:08:57,2013-04-15 4:57:03
61252,0Dm8Yibz,55,female,credit card,134,2011-03-19 3:18:00,
60457,wCUZbsb9,54,female,cash,135,2011-09-05 9:00:01,2013-05-08 3:34:23
70446,zaus5phD,81,male,credit card,136,2010-10-03 18:28:54,2012-10-31 12:55:19
60779,dKjQRsZi,46,male,credit card,137,2011-11-30 21:57:29,
62955,oHbgmBfM,63,female,credit card,138,2011-06-27 6:46:12,
39804,HvSjreXj,73,male,credit card,139,2010-06-09 22:17:11,2012-09-24 20:28:15
47146,JveEHeyk,17,male,credit card,140,2011-09-06 7:28:21,
41954,9F9KFJ6H,53,female,cash,141,2010-08-26 19:19:23,2013-05-06 22:26:42
28813,GVO5dbuC,17,female,credit card,142,2013-03-13 0:07:38,
51752,H8szJiQ8,91,female,cheque,143,2010-06-15 0:57:28,
53383,pCUO5AGa,35,male,credit card,144,2012-06-30 20:58:17,
66588,vyLYrSRA,80,weiblich,cash,145,2012-12-08 10:37:11,2014-02-19 6:24:55
35725,ZSopZwuk,35,female,credit card,146,2010-10-10 14:56:21,2013-04-02 0:29:49
81326,AIFX9peT,2,female,credit card,147,2010-09-15 2:30:46,
39700,SMstnaz9,67,female,credit card,148,2011-12-04 9:22:46,
40160,30w6lE6G,46,male,credit card,149,2012-01-05 1:46:46,2013-11-05 7:56:15
24288,X3YpANiF,50,female,credit card,150,2010-10-11 18:25:20,2011-04-20 16:32:41
30600,WN8bHBjG,50,female,cheque,151,2010-10-15 6:05:54,2012-11-04 3:37:11
53056,CG3hseQg,72,female,credit card,152,2011-02-20 13:11:49,
62254,ehgSCbVE,25,female,cash,153,2011-04-28 22:36:01,2014-03-15 15:48:27
16423,S3Pxb9ok,38,female,credit card,154,2011-02-22 10:07:42,2011-06-20 15:49:35
77126,9bU2w7pV,30,male,cash,155,2011-12-01 19:59:47,
51323,28Rviqp0,27,male,credit card,156,2011-11-01 23:47:15,
37604,H6LxgqeP,32,female,cash,157,2011-08-09 21:25:58,2013-09-29 7:46:04
56339,rkKD9dhZ,56,male,credit card,158,2011-06-13 18:49:01,2013-01-28 12:36:17
68932,83d7eRMo,29,male,credit card,159,2011-11-30 13:34:41,
48144,v4z0FThC,58,male,credit card,160,2012-06-22 19:38:15,
58699,5iOBFRfJ,37,female,credit card,161,2011-01-04 22:30:14,2011-06-23 10:18:48
32367,TnOXa1ht,49,male,cash,162,2010-05-02 20:31:19,
34322,v0poyp4v,19,male,credit card,163,2012-04-30 0:08:19,
48202,NFkiHjkD,57,male,credit card,164,2012-02-06 2:13:28,
46755,GjU0ksAd,27,female,credit card,165,2012-02-09 14:28:07,2013-04-11 4:44:11
57714,ghJnM1Rb,78,female,cash,166,2010-01-20 11:49:11,2011-11-19 11:14:23
59997,O9rkKV6Z,29,male,credit card,167,2012-10-07 19:19:09,2013-03-22 23:05:42
66465,aUtRQSng,59,male,cash,168,2010-10-06 7:22:57,2012-02-14 8:50:38
50069,km0CFEfa,62,male,credit card,169,2012-02-19 23:09:25,
99413,RQ0dUx34,57,female,credit card,170,2011-02-25 20:07:24,2014-01-25 11:52:28
70286,bAKACf7o,29,female,credit card,171,2012-01-10 13:07:46,
74035,x4pYHlgV,28,female,credit card,172,2011-07-01 5:25:46,
65113,0Go12lhb,51,male,credit card,173,2012-01-11 20:43:01,
43509,H1NrMhMz,45,male,credit card,174,2011-08-24 17:20:36,2012-06-16 22:03:47
51269,9uxwNsXr,85,female,cash,175,2010-06-13 4:16:22,2010-11-27 16:35:18
67034,7GDdhe6R,51,female,cash,176,2010-05-19 6:35:46,2013-03-31 23:30:08
39032,VlJVFpat,34,male,credit card,177,2012-04-17 19:36:52,
49943,w5XASsXb,66,female,cash,178,2010-05-06 7:03:22,2013-11-12 17:53:04
64591,TODZsH3h,30,male,credit card,179,2011-09-17 12:28:16,
47739,OgOSZPKJ,89,female,cash,180,2010-11-28 2:34:37,2012-07-05 7:12:25
88698,biBvW212,33,weiblich,credit card,181,2013-12-17 3:14:01,2014-01-19 7:10:15
55349,jPuStBk5,17,female,cash,182,2010-01-24 23:30:54,2011-06-16 12:32:55
41620,yyGY9EBR,50,female,credit card,183,2011-05-12 18:58:01,
47286,xXBXsi8m,42,male,cheque,184,2011-06-15 22:15:59,2012-11-20 7:58:48
29847,SuIBpfAT,34,male,credit card,185,2012-03-29 4:08:44,
64008,GHX5UrH3,55,female,cash,186,2011-02-09 23:00:19,
35733,atMTm4DU,73,female,cash,187,2010-12-13 7:43:16,2013-06-23 6:47:53
42090,fAf0KV8h,59,male,credit card,188,2011-05-13 16:12:57,2012-10-28 14:52:44
48578,QZNLpGKp,47,male,cash,189,2010-03-04 11:20:00,2010-07-24 17:33:51
47195,ZYTytgk4,78,female,cash,190,2010-12-06 12:51:51,2011-06-21 20:45:28
18888,zMyeY8je,69,female,credit card,191,2011-02-12 3:22:11,2014-01-06 2:59:10
25161,gFkFRdaI,38,male,cash,192,2010-07-21 6:54:33,2012-08-18 1:44:57
46716,Nyqhazd7,17,female,credit card,193,2012-08-07 10:41:19,2014-03-25 7:50:19
47893,ELNgicTB,22,male,credit card,194,2012-03-21 11:34:41,
56568,NON7zHOC,52,female,cheque,195,2011-04-17 6:44:23,
43635,cUrR418k,30,female,credit card,196,2011-09-05 20:47:29,2013-01-02 22:06:22
34633,ho5RCxxm,36,male,cheque,197,2010-06-22 4:56:31,
40549,H0TFG5MM,60,female,cash,198,2010-11-30 10:35:53,2011-07-18 22:20:45
51040,sVoaunIJ,23,female,cash,199,2010-10-17 14:01:13,2013-11-13 5:47:18
58722,Swk4xNs0,40,male,credit card,200,2012-03-08 21:43:20,2013-12-06 3:19:03
80109,NsreMU8i,27,female,credit card,201,2012-10-09 4:31:48,
52623,Cu7KhuFs,52,female,credit card,202,2010-03-13 18:36:38,2010-07-16 10:41:26
42372,YrFsXGUa,75,male,credit card,203,2010-11-16 20:35:24,2011-11-09 2:06:53
29863,blsGaVg3,40,male,credit card,204,2012-09-30 22:48:47,
50049,GWPSIUW2,30,male,credit card,205,2012-09-06 16:47:57,
35479,2PmPZWDK,42,male,cash,206,2011-04-27 14:50:12,2012-01-24 19:55:25
49469,sxnpIUU0,43,weiblich,cash,207,2012-10-17 14:05:47,
52664,RxjVpJBM,61,male,cash,208,2011-06-29 15:15:28,2012-09-16 21:38:04
61718,xaOh8lV5,56,mänlich,credit card,209,2013-04-14 4:16:15,
40753,TgZBAArX,51,female,credit card,210,2010-09-28 12:30:06,2012-11-05 0:22:48
49994,gtWZWYUM,37,male,credit card,211,2012-01-28 13:39:34,
57478,9UaJdXWX,17,male,cheque,212,2011-07-10 8:13:05,
41474,6A75rQhE,30,female,credit card,213,2012-01-16 6:15:54,
10869,qyO20YBw,35,female,cash,214,2011-11-10 23:07:30,2013-03-10 22:30:35
57968,HHfSwcYU,25,male,cash,215,2011-04-01 3:41:46,2011-12-22 15:40:53
49215,m8xXvUDx,26,male,credit card,216,2012-02-09 5:24:22,
40973,DDEoEUqq,33,female,credit card,217,2010-07-04 18:25:09,2012-11-18 2:08:29
81900,IPlhr6cC,43,female,credit card,218,2010-08-25 11:50:16,2013-12-10 12:34:28
40990,a1MWIOfr,21,male,cash,219,2012-03-12 13:18:45,
49525,iJ5T9LF1,29,male,credit card,220,2012-09-25 8:15:11,
57903,0dFBEzCp,34,male,cash,221,2011-11-30 13:03:14,
15002,3djn1SDK,33,female,credit card,222,2011-01-21 10:32:31,2011-12-01 4:02:49
52112,f3iAYzTo,17,male,credit card,223,2012-03-12 0:51:39,
40426,Nh4XuVkA,79,female,credit card,224,2011-06-19 13:26:20,2011-12-27 4:43:12
63905,8ifgixwW,79,male,credit card,225,2011-02-10 0:31:06,
49742,MLlwwJCK,52,male,credit card,226,2011-12-18 12:06:44,
17715,yBQox9zl,62,female,cheque,227,2011-07-23 5:32:46,2013-10-19 23:43:44
71368,S4tBcsld,30,female,credit card,228,2011-07-14 10:48:52,
53312,4RSQEopW,35,female,credit card,229,2011-06-17 11:38:57,2011-12-11 19:16:51
33874,MXqsktgh,31,male,credit card,230,2013-02-12 19:41:23,
13014,k7lMPtjG,47,female,cash,231,2011-01-19 1:39:09,2013-03-02 9:14:47
64735,6MFtHeI8,35,male,credit card,232,2012-02-11 3:55:33,
37718,zrcauQ9a,61,male,credit card,233,2012-05-11 9:13:47,
44241,RleMzwZg,62,male,credit card,234,2012-08-03 15:20:42,
38356,UhuQAJZQ,55,female,credit card,235,2011-03-14 19:15:00,
26601,vhtTUr66,48,male,cheque,236,2011-06-03 20:56:34,2012-07-25 12:47:50
24478,5F6ZW8VT,89,male,cash,237,2011-08-18 16:40:41,2012-03-05 8:50:26
51727,xiQrFrpV,33,female,credit card,238,2010-11-17 3:59:58,2013-06-05 16:05:08
68734,THcgfMaD,50,female,credit card,239,2010-06-13 12:41:46,
47146,W1gqSYVC,63,male,cheque,240,2010-05-29 9:13:25,2010-09-10 16:30:46
59557,KgOaIIMC,64,weiblich,credit card,241,2013-01-01 6:14:37,2014-04-06 10:28:59
65094,Dl2LRoQV,74,male,credit card,242,2010-07-11 20:58:27,2013-06-06 3:15:53
72481,3DohFRui,33,male,credit card,243,2012-01-18 20:22:28,2013-02-08 11:19:45
48789,z3POfQ5L,55,male,cheque,244,2011-09-17 20:04:04,2014-01-12 8:41:44
50412,cujNb6GQ,81,male,credit card,245,2011-04-23 12:42:15,
44960,wQDb9td0,81,female,credit card,246,2011-06-02 7:14:05,
34377,kLjV6JOu,50,female,cash,247,2011-09-12 17:17:47,2013-10-16 15:23:59
39759,gXJ7Pwee,53,male,cash,248,2011-10-02 21:02:29,
13223,rLSnVvQj,56,male,cheque,249,2010-09-27 17:46:52,
63118,OHIF3ecs,50,female,credit card,250,2011-04-12 0:08:32,2012-09-04 20:39:59
57443,QCU4Fgm4,38,female,credit card,251,2011-06-24 10:40:34,2013-09-27 1:05:39
62035,Skf9fEaF,71,male,credit card,252,2011-08-27 21:45:04,
51027,3bgeC6rr,18,female,credit card,253,2013-01-09 2:33:47,
48898,R9s3bCKc,27,female,credit card,254,2011-11-21 20:36:13,
50563,fCOAG56c,27,female,cheque,255,2010-09-06 14:58:46,2012-12-23 17:31:27
74769,o2pM2yEq,86,female,credit card,256,2012-04-25 1:16:34,2013-10-14 20:19:20
77123,DlHE0KbG,82,male,cash,257,2011-02-14 19:00:41,2013-09-06 7:46:47
73594,ccJwT4lI,24,male,cash,258,2012-10-08 19:50:18,
35889,NON7zHOC,29,male,credit card,259,2011-09-30 19:49:38,
42147,H8tTp8Ky,45,male,credit card,260,2012-11-16 14:43:30,
82634,KcQK62N7,35,male,credit card,261,2011-08-31 21:54:36,
33265,m5RrACFZ,18,female,credit card,262,2011-12-03 23:09:04,
34948,vRKFjQdu,90,male,credit card,263,2011-07-13 9:22:47,
78508,JApslbuL,51,male,credit card,264,2012-02-21 2:11:15,
55995,Kpf2hrAR,27,male,cash,265,2011-09-03 8:52:00,2013-09-08 19:32:31
59520,ASSm0Gw4,24,female,credit card,266,2011-12-20 22:32:51,
80052,4sOGEqYt,28,male,cash,267,2012-05-12 20:47:57,
45010,Qnrk4KMI,43,female,cheque,268,2010-12-22 6:27:33,2011-02-08 11:13:34
44502,yQjFRR1I,21,female,credit card,269,2012-02-22 12:55:14,2012-05-08 9:57:30
80619,dYdjH2uj,75,female,credit card,270,2010-03-11 5:16:50,2012-01-05 17:40:57
45063,joEpLf0I,51,female,credit card,271,2011-06-12 21:43:30,2013-06-25 5:51:11
46694,BtCY2Neh,39,male,credit card,272,2011-11-03 0:14:25,
73429,blsGaVg3,46,mänlich,credit card,273,2013-03-16 4:35:50,
87726,YI3zKILp,34,female,credit card,274,2011-02-04 11:52:45,2011-06-05 21:42:52
28079,jHwjijNm,40,male,credit card,275,2012-07-04 6:23:45,2013-04-02 6:51:42
20520,CaZCagHV,38,female,cash,276,2010-07-12 7:13:24,2013-06-27 21:21:18
69968,wZvgEvwM,45,male,credit card,277,2012-09-11 5:49:51,
40516,mcq4IyiE,48,female,cash,278,2011-08-13 15:06:11,2012-07-26 7:57:28
73200,i2a9ZE9A,55,male,credit card,279,2012-11-11 9:40:57,2013-10-20 23:50:50
61373,21jXDJXH,17,female,cheque,280,2010-07-16 18:31:56,2011-04-30 18:24:56
42338,AkpK2ek7,68,male,credit card,281,2012-03-10 20:41:10,
53600,3OjTesQd,28,male,credit card,282,2012-05-11 15:23:01,
46105,3OTKo0aH,26,male,credit card,283,2012-06-19 17:37:39,
50302,Lsh1fsRZ,73,female,cash,284,2010-08-21 3:59:23,2013-01-11 21:09:49
47605,5gcqkuAs,54,female,cheque,285,2011-02-26 4:11:11,2011-04-08 21:51:28
36949,woLIg9Df,70,male,credit card,286,2012-04-18 16:29:41,
36516,Fz87IKuW,58,female,cash,287,2012-02-07 0:28:46,2013-11-15 14:49:52
46064,4xMw6Flo,40,male,credit card,288,2011-07-10 10:30:28,
25624,rUOCHd2E,63,female,credit card,289,2010-12-06 4:51:58,
54630,6jIToUwA,75,female,cash,290,2010-06-27 18:46:58,
36854,cSNIjLTA,39,female,credit card,291,2010-10-10 2:29:02,2012-02-26 7:41:30
38249,pCUO5AGa,31,male,cash,292,2012-04-09 1:21:32,
61079,eqzP2w4V,90,male,credit card,293,2011-03-03 4:36:29,2011-12-13 18:01:04
33974,4pEvG68d,28,mänlich,credit card,294,2013-05-03 21:41:57,2013-12-22 1:04:23
66899,DiIeXlNJ,43,mänlich,credit card,295,2013-04-27 17:50:45,
45249,Uo9Qy2M4,34,mänlich,credit card,296,2012-11-23 15:57:38,
70899,vedLoUod,56,male,credit card,297,2012-01-25 9:22:32,2012-09-03 1:43:02
72315,2xbLvYQk,40,male,credit card,298,2012-03-16 22:23:21,
91189,TgZBAArX,39,female,credit card,299,2011-11-29 1:46:56,2013-11-18 4:48:05
67613,xGqvVQV2,40,female,cash,300,2011-08-08 14:34:03,2012-01-16 22:47:27
46235,BqH79m89,39,female,credit card,301,2010-11-07 16:58:09,2012-11-13 15:59:49
52651,LdZvNRAt,36,female,credit card,302,2010-11-06 20:56:33,
44574,dbWSIwf2,34,female,credit card,303,2010-09-04 20:14:51,2013-11-02 15:57:57
50719,vaOkeJW0,86,female,credit card,304,2011-02-15 10:28:51,
37813,vZ07uHX3,52,male,cash,305,2011-07-12 21:26:40,2011-08-13 17:30:48
54398,hNYTDtWL,20,male,credit card,306,2011-12-10 14:51:39,
24693,vZ07uHX3,46,male,credit card,307,2012-06-22 9:13:33,
44758,Zqrmm6Jw,42,male,cash,308,2011-04-02 18:38:45,
39553,5MozbqJ4,54,male,credit card,309,2012-08-18 9:11:42,2013-04-28 14:52:01
31650,6xb3RPor,46,male,credit card,310,2012-07-10 15:30:40,
37704,i85Q2th4,76,female,credit card,311,2011-08-10 6:42:57,2013-11-20 15:33:50
46399,qMrUdy5L,20,female,credit card,312,2012-09-14 16:49:01,
40678,KJ6hj6sI,51,male,credit card,313,2012-05-15 8:07:35,2014-02-28 22:24:59
41306,znRJwkZk,54,male,cash,314,2011-08-08 7:47:39,
77994,wHh275mF,65,female,cheque,315,2011-06-30 18:55:36,2012-03-20 22:06:03
64693,40xiWgv9,55,female,credit card,316,2010-11-16 3:25:34,
49720,HjX4YiFL,17,male,cash,317,2012-10-07 8:30:07,
54095,ettsoaY5,18,female,credit card,318,2011-09-03 3:43:18,2012-08-04 20:13:39
51442,AbFUUDxr,21,weiblich,credit card,319,2012-09-02 6:43:40,
78779,8TyhrvGv,64,female,cash,320,2011-06-12 13:33:29,2012-03-28 11:43:53
73779,crPUYdcS,71,male,credit card,321,2012-08-16 7:58:29,
67998,CM3V0ou3,43,male,cash,322,2010-12-11 0:09:06,
65338,lDWNCoE1,18,female,cheque,323,2010-10-27 6:39:28,2013-11-27 18:08:41
68530,wJuasCGW,39,female,credit card,324,2011-03-02 14:32:22,2014-01-07 9:00:48
33295,MIEAsPbM,26,mänlich,cash,325,2013-10-10 20:13:41,
57985,fCOAG56c,17,female,credit card,326,2012-07-15 20:13:43,
66980,oDpMToNk,77,female,credit card,327,2011-05-21 11:24:58,2012-02-17 20:25:17
54628,7xDlBkHr,45,female,credit card,328,2011-12-10 16:06:11,2012-07-28 21:04:54
67996,ZTyyUGup,90,mänlich,credit card,329,2013-07-27 22:07:56,2013-08-04 2:22:11
49659,XMDsRKKc,55,male,cash,330,2011-01-18 4:36:12,2013-10-28 21:58:52
25174,W0Sz5GCv,37,female,credit card,331,2011-08-06 21:26:15,
66955,ASSm0Gw4,30,female,credit card,332,2012-06-14 17:20:15,
